Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Luis Avilan,Mets,0,0,3.73,0,10,0,10,9,4,1,10,4,1.35,9.13,3.94,3.96,0.1,0,999,2882
Mike Foltynewicz,Braves,6,5,4,32,0,0,1,1,0,0,1,0,1.28,9.51,3.21,3.96,0,0,86.2,10811
Edgar Santana,Pirates,0,0,4.06,0,1,0,1,1,0,0,1,0,1.33,7.97,2.89,3.96,0,0.1,999,17355
Jamie Callahan,Giants,0,0,3.81,0,1,0,1,1,0,0,1,0,1.34,9.3,4.14,3.96,0,0.1,999,14711
Kevin Ginkel,Diamondbacks,0,0,4.03,0,1,0,1,1,0,0,1,0,1.3,9.79,3.64,3.96,0,0.1,999,sa829213
Luis Castillo,Reds,6,5,3.99,29,0,0,1,1,0,0,1,0,1.25,8.94,2.73,3.96,0,0,112.3,15689
Kyle Keller,Marlins,0,1,3.83,0,10,0,10,9,4,1,10,5,1.34,9.41,4.13,3.96,0,0,999,sa875759
David Paulino,Blue Jays,2,2,4.01,0,50,0,50,45,22,7,54,17,1.24,9.63,2.98,3.96,0.2,0.3,599.1,17418
Adam Kolarek,Rays,2,2,3.7,0,40,0,40,39,16,4,34,16,1.37,7.58,3.52,3.96,0.2,0.3,999,10843
Steven Okert,Giants,1,1,3.77,0,20,0,20,18,8,2,20,7,1.26,8.94,3.27,3.96,0,0.1,999,13580
Kyle Dowdy,Mets,1,1,3.87,0,20,0,20,19,9,2,19,7,1.29,8.37,3.07,3.96,0.1,0.1,999,sa875594
Joey Krehbiel,Diamondbacks,2,2,3.99,0,35,0,35,31,16,4,39,17,1.36,10.15,4.36,3.96,0.2,0.1,999,13707
Colten Brewer,Red Sox,1,1,3.92,0,20,0,20,19,9,2,19,8,1.35,8.43,3.64,3.96,0.1,0.1,999,12997
Joel Payamps,Diamondbacks,0,0,4.01,0,10,0,10,10,4,1,9,3,1.24,8.53,2.56,3.97,0,0,999,sa597219
Chasen Shreve,Cardinals,2,1,3.81,0,30,0,30,26,13,4,33,14,1.33,9.94,4.15,3.97,0.1,0.1,999,10855
Justin Miller,Nationals,3,2,4,0,50,2,50,45,22,7,53,17,1.26,9.59,3.14,3.97,0.2,0.2,600.9,8580
Nick Pivetta,Phillies,6,5,3.99,29,0,0,1,1,0,0,1,0,1.26,9.71,3.01,3.97,0,0,152.5,15454
Daniel Zamora,Mets,2,2,3.78,0,40,0,40,36,17,4,42,18,1.34,9.4,3.99,3.97,0.1,0.1,999,17811
Andrew Suarez,Giants,3,3,3.86,16,0,0,1,1,0,0,1,0,1.32,7.43,2.87,3.97,0,0,578.8,18300
Steve Cishek,Cubs,3,2,3.92,0,50,0,50,46,22,6,51,20,1.33,9.16,3.68,3.97,0.2,0.1,559.2,6483
Jose Quintana,Cubs,6,5,3.92,32,0,0,1,1,0,0,1,0,1.3,8.49,3.03,3.97,0,0,197.3,11423
Travis Bergen,Giants,2,2,3.77,0,50,0,50,45,21,6,51,21,1.31,9.14,3.81,3.97,0.1,0.2,999,sa856186
Joe Jimenez,Tigers,3,3,3.97,0,65,6,65,57,29,9,73,26,1.28,10.14,3.65,3.97,0.4,0.4,417.3,15761
Robert Gsellman,Mets,3,3,3.91,0,60,1,60,60,26,7,52,20,1.32,7.8,2.94,3.98,0.2,0.1,596.3,13696
Tyler Kinley,Marlins,2,3,3.82,0,50,0,50,43,21,5,55,26,1.37,9.87,4.63,3.98,0.2,0.1,999,18297
Mike Mayers,Cardinals,1,1,3.92,0,25,0,25,24,11,3,24,8,1.28,8.63,3.01,3.98,0.1,0,999,15451
D.J. Johnson,Rockies,1,1,4.11,0,20,0,20,19,9,2,21,8,1.36,9.37,3.71,3.98,0.2,0.2,999,12578
Dakota Bacus,Nationals,0,0,3.88,0,1,0,1,1,0,0,1,0,1.37,8.56,3.82,3.98,0,0.1,999,sa658132
Brad Ziegler,Diamondbacks,0,0,4,0,1,0,1,1,0,0,1,0,1.44,6.49,3.31,3.98,0,0.1,999,7293
Cody Allen,Angels,3,3,3.85,0,65,32,65,56,28,9,72,26,1.25,10.04,3.58,3.99,0.3,0.4,150.6,12183
Tyler Webb,Cardinals,1,1,3.82,0,20,0,20,19,8,2,20,8,1.31,8.82,3.41,3.99,0.1,0.1,999,14974
Jonny Venters,Braves,3,2,3.83,0,50,0,50,48,21,4,46,24,1.44,8.36,4.28,3.99,0.1,0.3,999,7175
Zac Rosscup,Mariners,1,1,3.9,0,30,0,30,26,13,4,34,12,1.27,10.23,3.55,3.99,0.1,0.1,999,9419
Mike Montgomery,Cubs,4,3,3.89,2,67,0,74,75,32,8,61,25,1.35,7.44,3.03,4,0.3,0.4,588,4869
David Price,Red Sox,6,5,3.96,32,0,0,1,1,0,0,1,0,1.24,8.69,2.61,4,0,0,101.8,3184
Anthony Swarzak,Mariners,3,3,3.91,0,65,34,65,60,28,8,66,23,1.28,9.15,3.23,4,0.3,0.3,492.4,7466
Blake Wood,,2,2,3.94,0,50,0,50,47,22,5,49,22,1.37,8.88,3.88,4,0.2,0.2,999,1345
Joe Smith,Astros,2,2,3.94,0,40,0,40,39,17,5,37,13,1.3,8.38,2.9,4,0.2,0.1,999,3281
Chris Martin,Rangers,2,2,4.07,0,50,7,50,50,23,6,46,15,1.3,8.3,2.74,4,0.3,0.4,600.3,11847
Tyler Rogers,Giants,0,0,3.78,0,1,0,1,1,0,0,1,0,1.41,7.36,3.89,4,0,0.1,999,sa739036
Ryan Brasier,Red Sox,3,3,3.95,0,65,34,65,60,29,8,64,22,1.26,8.81,3.03,4,0.3,0.5,379.4,5615
Alex Wood,Reds,5,4,3.99,24,0,0,1,1,0,0,1,0,1.31,8.17,2.81,4,0,0,244.7,13781
Masahiro Tanaka,Yankees,5,4,3.93,26,0,0,1,1,0,0,1,0,1.2,8.69,2.12,4,0,0,135.8,15764
Sammy Solis,Nationals,2,2,3.82,0,40,0,40,36,17,4,41,18,1.35,9.25,3.97,4.01,0.2,0.3,999,11457
Tyler Stevens,Marlins,0,0,3.92,0,1,0,1,1,0,0,1,0,1.32,9.01,3.64,4.01,0,0.1,999,sa915801
Erik Cordier,,0,0,3.98,0,1,0,1,1,0,0,1,0,1.35,9.87,4.16,4.01,0,0.1,999,4086
Seth Elledge,Cardinals,0,0,3.91,0,1,0,1,1,0,0,1,0,1.35,9.37,4.1,4.01,0,0.1,999,sa3004011
Josh Ravin,,0,0,3.92,0,1,0,1,1,0,0,1,0,1.32,10.33,4.22,4.01,0,0.1,999,2951
Patrick Ruotolo,Giants,0,0,3.83,0,1,0,1,1,0,0,1,0,1.32,9.7,4.22,4.01,0,0.1,999,sa856262
Kyle Crick,Pirates,2,2,4.03,0,50,0,50,46,22,5,52,22,1.37,9.32,4,4.01,0.2,0.1,595.5,13182
Eric Yardley,Padres,0,0,3.89,0,1,0,1,1,0,0,1,0,1.38,6.82,3.19,4.02,0,0.1,999,sa744476
Dinelson Lamet,Padres,3,2,3.98,15,0,0,1,1,0,0,1,0,1.31,10.01,3.9,4.02,0,0,593.1,17186
Fernando Rodriguez,Padres,0,0,3.93,0,1,0,1,1,0,0,1,0,1.29,9.52,3.65,4.02,0,0.1,999,7558
Erick Fedde,Nationals,2,2,4.03,10,0,0,1,1,0,0,1,0,1.35,7.96,3.21,4.02,0,0,600.5,17425
Trevor May,Twins,3,3,4.01,0,65,2,65,59,29,9,69,23,1.27,9.6,3.23,4.02,0.4,0.4,243.8,6398
Tommy Eveld,Marlins,0,0,3.91,0,1,0,1,1,0,0,1,0,1.36,8.56,3.82,4.02,0,0.1,999,sa918150
Buddy Boshers,Reds,0,0,3.94,0,1,0,1,1,0,0,1,0,1.34,8.96,3.52,4.02,0,0.1,999,8490
Heath Hembree,Red Sox,3,3,4.05,0,60,0,60,54,27,8,63,23,1.28,9.46,3.4,4.02,0.3,0.4,999,11632
Marc Rzepczynski,Diamondbacks,0,0,3.84,0,1,0,1,1,0,0,1,1,1.5,8.45,4.9,4.02,0,0.1,999,6612
Tim Hill,Royals,2,2,3.82,0,50,0,50,49,21,5,42,19,1.36,7.55,3.48,4.02,0.1,0.4,599.1,16814
Eric Hanhold,Mets,0,0,3.92,0,10,0,10,10,4,1,9,4,1.37,8.15,3.63,4.02,0,0,999,18332
Steven Matz,Mets,6,5,4.04,29,0,0,1,1,0,0,1,0,1.29,8.63,3.04,4.02,0,0,255.7,13361
Brian Moran,Marlins,0,0,3.83,0,1,0,1,1,0,0,1,0,1.31,9.01,3.64,4.02,0,0.1,999,sa501495
Jose Lopez,Giants,0,0,3.87,0,10,0,10,9,4,1,9,3,1.24,8.49,2.89,4.02,0,0,999,sa709715
James Pazos,Phillies,2,2,3.87,0,40,0,40,37,17,5,42,17,1.33,9.35,3.76,4.02,0.2,0.1,999,13323
Pedro Baez,Dodgers,3,2,3.88,0,50,0,50,44,22,7,52,19,1.25,9.44,3.38,4.03,0.2,0.1,600.6,5420
Jake Barrett,Giants,0,0,3.88,0,1,0,1,1,0,0,1,0,1.37,9.35,4.41,4.03,0,0.1,999,13322
Carlos Navas,Giants,0,0,3.9,0,1,0,1,1,0,0,1,0,1.27,8.81,3.28,4.03,0,0.1,999,sa550615
Ryne Harper,Twins,0,0,4,0,1,0,1,1,0,0,1,0,1.3,8.81,3.24,4.03,0,0.1,999,sa599485
Jimmy Nelson,Brewers,4,3,4.19,19,0,0,1,1,0,0,1,0,1.32,8.71,3.08,4.03,0,0,241,10547
Aaron Barrett,Nationals,0,0,3.99,0,1,0,1,1,0,0,1,0,1.34,8.75,3.51,4.03,0,0.1,999,11243
Joe Broussard,Dodgers,0,0,3.88,0,1,0,1,1,0,0,1,0,1.26,9.34,3.36,4.03,0,0.1,999,sa708442
Eduardo Rodriguez,Red Sox,5,4,4.01,24,0,0,1,1,0,0,1,0,1.27,9.44,3.18,4.03,0,0,158.3,13164
Sam Moll,Giants,0,0,3.78,0,1,0,1,1,0,0,1,0,1.35,7.98,3.69,4.03,0,0.1,999,14874
Kyle Crockett,Mets,0,0,3.86,0,1,0,1,1,0,0,1,0,1.32,8.12,3.22,4.03,0,0.1,999,15033
Amir Garrett,Reds,3,3,3.9,0,65,0,65,58,28,9,72,27,1.3,9.99,3.68,4.03,0.3,0.4,597,14375
Kyle Hendricks,Cubs,6,5,4.05,32,0,0,1,1,0,0,1,0,1.28,7.48,2.36,4.03,0,0,127.5,12049
Madison Bumgarner,Giants,6,5,3.97,32,0,0,1,1,0,0,1,0,1.25,8.07,2.57,4.04,0,0,78.1,5524
Zack Godley,Diamondbacks,6,5,4.15,31,0,0,1,1,0,0,1,0,1.38,8.53,3.64,4.04,0,0,247.5,14862
Zach Putnam,Red Sox,0,0,4.04,0,1,0,1,1,0,0,1,0,1.34,8.9,3.7,4.04,0,0.1,999,9080
Kyle Ryan,Cubs,1,1,3.85,0,20,0,20,19,9,2,18,9,1.39,8.07,3.85,4.04,0.1,0.1,999,11753
Dominic Leone,Cardinals,2,2,3.98,0,40,0,40,37,18,5,39,16,1.32,8.82,3.49,4.04,0.1,0.1,599.7,13763
Marcus Stroman,Blue Jays,6,5,4.15,29,0,0,1,1,0,0,1,0,1.39,6.84,2.93,4.05,0,0,364.6,13431
Josh Edgin,Mets,0,0,3.85,0,1,0,1,1,0,0,1,0,1.38,9.48,4.36,4.05,0,0.1,999,10796
Blaine Hardy,Tigers,1,1,4.02,0,30,0,30,30,13,4,27,9,1.27,8.14,2.57,4.05,0.2,0.2,999,6499
Michael Pineda,Twins,5,4,4.14,24,0,0,1,1,0,0,1,0,1.27,8.1,2.35,4.05,0,0,363,5372
LaTroy Hawkins,,0,0,4.08,0,1,0,1,1,0,0,1,0,1.31,7.77,2.66,4.05,0,0.1,999,729
Isaac Sanchez,Braves,0,0,4.02,0,1,0,1,1,0,0,1,0,1.38,8.52,3.75,4.05,0,0.1,999,sa552222
Trevor Hildenberger,Twins,3,2,4.08,0,50,0,50,49,23,6,45,17,1.32,8.07,3.02,4.05,0.2,0.2,573.1,17002
Tyler Lyons,Pirates,0,0,4.09,0,10,0,10,10,5,1,10,4,1.31,8.93,3.16,4.05,0,0,999,11334
Dakota Hudson,Cardinals,4,3,4.01,3,53,0,68,70,31,6,56,27,1.41,7.35,3.52,4.05,0.2,0.1,571.9,19206
Phil Maton,Padres,2,2,3.97,0,40,0,40,36,18,5,41,16,1.3,9.33,3.58,4.06,0.1,0.1,999,18064
Adam Morgan,Phillies,2,2,4.01,0,45,0,45,42,20,6,46,15,1.27,9.23,2.97,4.06,0.2,0.1,999,12580
Robbie Erlin,Padres,5,4,4.03,24,0,0,1,1,0,0,1,0,1.28,7.17,2.18,4.06,0,0,532.9,10354
Austen Williams,Nationals,1,1,4.03,0,20,0,20,19,9,2,19,7,1.32,8.35,3.14,4.06,0.1,0,999,16309
Fabio Castillo,,0,0,4.02,0,1,0,1,1,0,0,1,0,1.31,9.38,3.56,4.06,0,0.1,999,2826
Miguel Diaz,Padres,1,1,3.91,0,25,0,25,22,11,3,27,12,1.37,9.75,4.49,4.06,0.1,0,999,18815
Matt Wisler,Reds,1,1,4.11,0,30,0,30,29,14,5,28,7,1.22,8.53,2.16,4.07,0.2,0.1,999,12804
Mike Clevinger,Indians,6,5,3.99,29,0,0,1,1,0,0,1,0,1.28,9.5,3.46,4.07,0,0,63.5,12808
Ryan Newell,Diamondbacks,0,0,4.15,0,1,0,1,1,0,0,1,0,1.37,8.31,3.5,4.07,0,0,999,sa658029
Jairo Diaz,,0,0,4,0,1,0,1,1,0,0,1,0,1.39,9.04,4.17,4.07,0,0.1,999,12774
Oliver Perez,Indians,2,2,3.9,0,40,0,40,35,17,5,43,15,1.26,9.65,3.38,4.07,0.2,0.3,999,1514
David Phelps,Blue Jays,2,2,4.06,0,50,0,50,47,23,7,51,19,1.31,9.19,3.41,4.07,0.2,0.3,999,6316
Kyle Regnault,,0,0,3.9,0,1,0,1,1,0,0,1,0,1.34,9.4,3.97,4.07,0,0.1,999,sa526832
Ryan Kussmaul,Diamondbacks,0,0,4.15,0,1,0,1,1,0,0,1,0,1.32,8.86,3.31,4.07,0,0.1,999,sa554616
Alex Powers,Reds,0,0,4.02,0,1,0,1,1,0,0,1,0,1.31,9.8,3.76,4.08,0,0.1,999,sa621533
Tommy Kahnle,Yankees,2,2,3.94,0,40,0,40,35,18,5,46,18,1.32,10.25,4.14,4.08,0.2,0.3,999,11384
Kevin Gausman,Braves,6,5,4.16,29,0,0,1,1,0,0,1,0,1.3,7.87,2.64,4.08,0,0,197.3,14107
Tyler Jones,,0,0,4.04,0,1,0,1,1,0,0,1,0,1.33,8.94,3.57,4.08,0,0.1,999,sa549495
T.J. McFarland,Diamondbacks,2,2,4.05,0,35,0,35,38,16,3,24,13,1.46,6.13,3.31,4.08,0.1,0.1,999,3237
Tyler Olson,Indians,3,2,3.84,0,50,0,50,45,21,6,52,21,1.3,9.36,3.7,4.08,0.3,0.5,999,14741
Esmil Rogers,,0,0,4.06,0,1,0,1,1,0,0,1,0,1.28,8.71,2.97,4.08,0,0.1,999,6317
Scott McGough,,0,0,4.04,0,1,0,1,1,0,0,1,0,1.35,8.33,3.47,4.08,0,0.1,999,12056
Corbin Clouse,Braves,0,0,3.92,0,1,0,1,1,0,0,1,1,1.4,9.61,4.58,4.08,0,0.1,999,sa918605
Tyler Duffey,Twins,1,1,4.12,0,20,0,20,20,9,3,19,6,1.29,8.35,2.7,4.08,0.1,0.1,999,13758
Carlos Estevez,Rockies,1,1,4.19,0,20,0,20,19,9,2,21,9,1.37,9.41,3.89,4.09,0.1,0.2,999,14542
Jacob Rhame,Mets,1,1,3.97,0,20,0,20,18,9,3,22,7,1.25,9.75,3.32,4.09,0.1,0.1,999,15267
Layne Somsen,Dodgers,0,0,3.9,0,1,0,1,1,0,0,1,0,1.37,8.91,4.09,4.09,0,0.1,999,15301
Kelvin Herrera,White Sox,3,3,4.1,0,65,5,65,62,30,9,64,22,1.29,8.79,3.04,4.09,0.3,0.2,313.6,6033
Tyler Cyr,Giants,0,0,3.92,0,1,0,1,1,0,0,1,0,1.39,8.49,4.25,4.09,0,0.1,999,sa875270
Andrew Heaney,Angels,6,5,3.95,29,0,0,1,1,0,0,1,0,1.22,8.65,2.51,4.09,0,0,166.7,15423
Luiz Gohara,Braves,1,1,4.01,3,0,0,1,1,0,0,1,0,1.31,9.05,3.5,4.09,0,0,562.6,15166
T.J. Weir,Padres,0,0,3.98,0,1,0,1,1,0,0,1,0,1.37,8.24,3.7,4.1,0,0.1,999,sa829207
Tyler Skaggs,Angels,5,5,3.96,28,0,0,1,1,0,0,1,0,1.28,8.45,3.01,4.1,0,0,229.2,10190
Riley Ferrell,Marlins,2,2,3.93,0,40,0,40,36,17,4,40,20,1.39,9.09,4.45,4.1,0,0,999,sa874967
Jose Quijada,Marlins,0,1,3.81,0,10,0,10,9,4,1,11,5,1.36,9.52,4.47,4.1,0,0,999,sa828494
Cory Luebke,Pirates,0,0,4.08,0,1,0,1,1,0,0,1,0,1.35,8.91,3.6,4.1,0,0.1,999,1984
J.B. Wendelken,Athletics,3,2,4.01,0,50,0,50,44,22,6,53,23,1.33,9.61,4.06,4.1,0.3,0.2,999,14506
Ben Taylor,Indians,2,1,4.02,0,30,0,30,27,13,4,31,11,1.26,9.27,3.18,4.1,0.2,0.3,999,18114
Austin Davis,Phillies,0,0,3.97,0,10,0,10,9,4,1,11,4,1.3,9.62,3.57,4.1,0,0,999,17117
Aaron Bummer,White Sox,2,2,3.85,0,35,0,35,33,15,4,33,16,1.41,8.47,4.17,4.1,0.1,0.2,999,16258
Tony Sipp,,2,2,3.97,0,50,0,50,45,22,7,52,20,1.31,9.34,3.59,4.11,0.1,0.2,999,8280
Justin Haley,,0,0,4.04,0,1,0,1,1,0,0,1,0,1.27,7.99,2.63,4.11,0,0.1,999,13572
Dillon McNamara,Giants,0,0,3.93,0,1,0,1,1,0,0,1,0,1.35,8.32,3.81,4.11,0,0.1,999,sa738389
Carlos Torres,Padres,0,0,4.05,0,1,0,1,1,0,0,1,0,1.36,8.49,3.59,4.11,0,0.1,999,7624
Dovydas Neverauskas,Pirates,1,1,4.14,0,25,0,25,23,12,3,26,12,1.42,9.32,4.39,4.11,0,0,999,11604
Seth Frankoff,,0,0,4.06,0,1,0,1,1,0,0,1,0,1.33,8.45,3.34,4.11,0,0.1,999,11346
Jacob Barnes,Brewers,1,1,4.08,0,30,0,30,28,14,3,29,13,1.39,8.83,3.98,4.11,0.1,0,999,12323
Trevor Bettencourt,Phillies,0,0,4.05,0,1,0,1,1,0,0,1,0,1.33,9.23,3.63,4.11,0,0.1,999,sa918556
Rick Porcello,Red Sox,6,5,4.26,32,0,0,1,1,0,0,1,0,1.25,7.98,2.19,4.11,0,0,173,2717
Ryan O'Rourke,Mets,0,0,3.92,0,1,0,1,1,0,0,1,0,1.34,8.99,3.78,4.11,0,0.1,999,10976
Mike Hauschild,Cardinals,0,0,4.06,0,1,0,1,1,0,0,1,0,1.39,7.65,3.52,4.11,0,0.1,999,14033
Jon Edwards,Indians,2,2,4.03,0,40,0,40,35,18,5,45,18,1.32,10.02,4.02,4.11,0.1,0.3,999,1483
Andrew Robinson,Dodgers,0,0,3.99,0,1,0,1,1,0,0,1,0,1.28,9.06,3.32,4.11,0,0.1,999,sa549091
Steven Brault,Pirates,2,2,4,0,40,0,40,38,18,4,39,19,1.41,8.82,4.17,4.11,0.1,0.1,999,15291
Trent Thornton,Blue Jays,3,3,4.18,3,43,0,58,58,27,8,53,15,1.25,8.09,2.27,4.11,0.4,0.3,999,sa857695
Artie Lewicki,Diamondbacks,0,0,4.2,0,1,0,1,1,0,0,1,0,1.29,7.86,2.62,4.11,0,0,999,16731
Wes Parsons,Braves,1,1,4.1,2,17,0,24,24,11,3,21,8,1.35,7.81,3.15,4.12,0.1,0.1,999,14764
Chris Rusin,Rockies,2,2,4.17,0,40,0,40,42,19,4,34,14,1.41,7.56,3.18,4.12,0.2,0.3,999,9895
Drew VerHagen,Tigers,1,1,4.14,0,30,0,30,29,14,4,29,11,1.33,8.64,3.32,4.12,0.2,0.1,999,13424
Jesen Therrien,Dodgers,0,0,3.94,0,1,0,1,1,0,0,1,0,1.32,8.16,3.34,4.12,0,0.1,999,15853
Blake Weiman,Pirates,0,0,4.07,0,1,0,1,1,0,0,1,0,1.35,8.04,3.22,4.12,0,0.1,999,sa3004211
Matt Bush,Athletics,0,0,4.08,0,1,0,1,1,0,0,1,0,1.32,8.63,3.46,4.12,0,0.1,999,1246
Austin Brice,Marlins,0,1,4.03,0,10,0,10,10,4,1,9,4,1.33,8.1,3.33,4.12,0,0,999,17237
Trevor Richards,Marlins,4,4,4.12,23,0,0,1,1,0,0,1,0,1.32,8.25,3.12,4.12,0,0,498.9,19309
Luke Jackson,Braves,1,1,4.09,0,25,0,25,23,11,3,26,12,1.39,9.31,4.24,4.12,0.1,0.1,999,11752
Michael Soroka,Braves,2,2,4.18,11,0,0,1,1,0,0,1,0,1.33,7.57,2.78,4.12,0,0,313.7,18383
Roberto Gomez,Pirates,0,0,4.19,0,1,0,1,1,0,0,1,0,1.37,7.94,3.33,4.13,0,-0.1,999,12963
John Fasola,Cardinals,0,0,4.07,0,1,0,1,1,0,0,1,0,1.37,8.25,3.58,4.13,0,0.1,999,sa550022
Richard Lovelady,Royals,0,0,3.93,0,1,0,1,1,0,0,1,0,1.36,8.16,3.71,4.13,0,0.1,600.1,sa918199
Taylor Williams,Brewers,2,2,4.12,0,45,0,45,41,21,6,48,20,1.35,9.6,3.93,4.13,0.2,0.1,999,14899
Tim Mayza,Blue Jays,2,2,4,0,50,0,50,45,22,6,53,22,1.34,9.5,3.97,4.13,0.2,0.3,999,15042
Travis Radke,Padres,0,0,3.98,0,1,0,1,1,0,0,1,0,1.33,8.31,3.33,4.13,0,0.1,999,sa602806
Michael Tonkin,Athletics,0,0,4.1,0,1,0,1,1,0,0,1,0,1.31,9.2,3.57,4.13,0,0.1,999,10315
Jason Stoffel,,0,0,4.1,0,1,0,1,1,0,0,1,0,1.33,9.41,3.75,4.14,0,0.1,999,sa501226
Fernando Rodney,Athletics,2,2,4.06,0,40,0,40,37,18,4,39,18,1.38,8.84,4.12,4.14,0.1,0.1,592.5,494
Adam McCreery,Dodgers,1,0,3.72,0,10,0,10,9,4,1,10,6,1.46,9.04,5.1,4.14,0,0,999,19550
Mychal Givens,Orioles,3,3,4.06,0,65,29,65,59,29,9,69,26,1.3,9.51,3.56,4.14,0.4,0.4,218.2,10430
Chris Stratton,Giants,4,5,4.09,10,40,0,84,84,38,10,70,29,1.35,7.48,3.14,4.14,0.3,0.5,600.3,13761
Ricardo Rodriguez,,0,0,4.13,0,1,0,1,1,0,0,1,0,1.31,8.6,3.12,4.14,0,0.1,999,15458
Alex Meyer,Angels,0,0,4.01,0,0,0,1,1,0,0,1,0,1.33,9.24,3.85,4.14,0,0,999,12833
Patrick Weigel,Braves,0,0,4.11,0,10,0,10,9,5,1,10,4,1.34,9.03,3.64,4.14,0,0,999,sa829466
Jesse Chavez,Rangers,4,4,4.14,0,80,7,80,80,37,12,75,23,1.28,8.4,2.58,4.14,0.4,0.5,580.1,5448
Jared Hughes,Reds,3,3,4.1,0,65,2,65,67,30,6,52,25,1.42,7.19,3.46,4.14,0.1,0.1,556.5,9325
Marshall Kasowski,Dodgers,0,0,3.9,0,1,0,1,1,0,0,1,1,1.4,10.22,5.03,4.14,0,0.1,999,sa3005114
Johnny Hellweg,Pirates,0,0,4.14,0,1,0,1,1,0,0,1,0,1.45,8.27,4.19,4.14,0,-0.1,999,10065
Josh Fields,Dodgers,2,2,3.98,0,40,0,40,36,18,6,40,13,1.23,8.92,2.89,4.14,0.1,0.1,999,5070
Jordan Lyles,Pirates,3,3,4.33,3,38,0,53,55,26,6,46,18,1.37,7.74,3.03,4.14,0.2,0,596.3,7593
Adam Wainwright,Cardinals,9,7,4.16,21,41,0,138,140,64,16,115,45,1.34,7.5,2.94,4.15,1.6,1.1,578.5,2233
Francisco Mendoza,Padres,0,0,4.1,0,1,0,1,1,0,0,1,0,1.36,8.52,3.61,4.15,0,0.1,999,sa506029
Ian Gibaut,Rays,1,1,3.98,0,20,0,20,18,9,2,21,9,1.35,9.67,4.24,4.15,0,0,999,sa857671
Keynan Middleton,Angels,1,1,3.94,0,25,0,25,22,11,3,26,10,1.3,9.44,3.78,4.15,0.1,0.1,999,15264
Pablo Lopez,Marlins,2,1,4.11,8,0,0,1,1,0,0,1,0,1.3,7.03,2.53,4.15,0,0,586.9,17085
Koda Glover,Nationals,2,2,4.09,0,40,0,40,38,18,5,38,16,1.37,8.48,3.65,4.15,0.2,0.1,600.3,17695
Luke Weaver,Diamondbacks,4,4,4.22,23,0,0,1,1,0,0,1,0,1.32,8.63,3.09,4.15,0,0,306.1,16918
Caleb Dirks,Braves,0,0,4.1,0,1,0,1,1,0,0,1,0,1.32,9.11,3.54,4.15,0,0.1,999,sa829346
Alan Busenitz,,0,0,4.11,0,1,0,1,1,0,0,1,0,1.31,8.94,3.34,4.15,0,0.1,999,15239
Shawn Armstrong,Mariners,3,3,4.04,0,60,4,60,53,27,8,66,27,1.33,9.87,4.11,4.16,0.1,0.1,582.6,12857
John Axford,Blue Jays,1,1,4.15,0,30,0,30,28,14,3,29,13,1.4,8.79,4.03,4.16,0.1,0.1,999,9059
Chad Sobotka,Braves,1,1,4.05,0,25,0,25,22,11,3,28,13,1.42,9.98,4.86,4.16,0,0.1,999,17470
Stefan Crichton,Diamondbacks,0,0,4.25,0,1,0,1,1,0,0,1,0,1.39,8.35,3.68,4.16,0,0,999,16058
Michael Wacha,Cardinals,4,4,4.19,23,0,0,1,1,0,0,1,0,1.36,7.88,3.23,4.16,0,0,286.8,14078
Ryan Cook,,0,0,4.15,0,1,0,1,1,0,0,1,0,1.39,8.93,4.03,4.16,0,0.1,999,8855
Louis Head,Dodgers,0,0,4,0,1,0,1,1,0,0,1,0,1.34,8.78,3.74,4.16,0,0.1,999,sa658343
J.A. Happ,Yankees,6,5,4.08,29,0,0,1,1,0,0,1,0,1.25,9.06,2.8,4.16,0,0,134.3,7410
Trevor Cahill,Angels,4,3,4.1,21,0,0,1,1,0,0,1,0,1.37,8.24,3.73,4.16,0,0,411,6249
Shea Spitzbarth,Dodgers,0,0,3.97,0,1,0,1,1,0,0,1,0,1.31,9.14,3.72,4.16,0,0.1,999,sa873695
Tommy Layne,Cardinals,0,0,3.92,0,1,0,1,1,0,0,1,0,1.42,7.75,3.95,4.16,0,0.1,999,7501
Brent Honeywell,Rays,2,2,4.12,13,0,0,1,1,0,0,1,0,1.25,8.94,2.93,4.16,0,0,481.1,sa828706
Austin Voth,Nationals,2,2,4.1,2,32,0,39,38,18,5,36,14,1.32,8.31,3.17,4.17,0.2,0.2,999,15047
Alex McRae,Pirates,0,0,4.24,0,1,0,1,1,0,0,1,0,1.38,7.44,3.15,4.17,0,-0.1,999,16317
Arquimedes Caminero,Mets,0,0,4.07,0,1,0,1,1,0,0,1,0,1.36,9.16,4,4.17,0,0.1,999,8992
Bryan Shaw,Rockies,2,2,4.32,0,50,0,50,51,24,6,46,20,1.43,8.29,3.68,4.17,0.2,0.3,999,8110
Andrew Kittredge,Rays,0,0,4.07,0,1,0,1,1,0,0,1,0,1.32,8.23,3.24,4.17,0,0.1,999,12828
Jordan Mills,Nationals,0,0,3.95,0,1,0,1,1,0,0,1,0,1.42,8.14,4.11,4.17,0,0.1,999,sa738394
Wei-Chung Wang,Mets,0,0,4.01,0,1,0,1,1,0,0,1,0,1.31,7.99,3.02,4.17,0,0.1,999,14382
Caleb Smith,Marlins,5,4,4,24,0,0,1,1,0,0,1,0,1.29,9.3,3.62,4.17,0,0,490.6,14875
